,FIPS,Unnamed: 0,Next Import Probability,Est Imports Month 1,Est Imports Month 2,Est Imports Month 3,Est Imports Month 4,Est Imports Month 5,Est Imports Month 6,Est Imports Month 7,Est Imports Month 8,Est Imports Month 9,Est Imports Month 10,Est Imports Month 11,Est Imports Month 12
0,1001,0.0,0.0001266559430736,0.01940086410589449,0.009935390704770494,0.010673831854118921,0.018326767958195947,0.024704214711593463,0.02832928956065102,0.033901164012051926,0.03638501181572635,0.025778310859292015,0.020072174357558335,0.014567430803842015,0.012889155557127809
1,1003,1.0,0.0002315107308985,0.03546227772831855,0.01816061298037123,0.019510388174985193,0.033498968481436596,0.04515611873681276,0.051782288085845195,0.061966956056529444,0.06650710953464255,0.04711942798369472,0.03668934629889515,0.02662738495224826,0.023559714224867658
2,1005,2.0,0.0001049569943354,0.016077069379057573,0.008233239756579098,0.008845169695659424,0.015186989525290573,0.020471839383316526,0.02347585918029391,0.028093148989532572,0.03015145903431871,0.02136191923708353,0.016633369419713655,0.01207170950889924,0.010680959724183132
3,1007,3.0,0.0001028776198596,0.015758555611355262,0.008070125438077714,0.008669932016496287,0.01488610973559103,0.020066257834836645,0.023010762950299128,0.027536576487398923,0.029554107950466785,0.02093870371060088,0.01630383441314345,0.011832548652674043,0.010469351958848874
4,1009,4.0,9.637436142454154e-05,0.014762401541658239,0.007559984248975724,0.008121874930857932,0.01394510605728563,0.018797798662642043,0.02155617118915722,0.025795892035730024,0.02768588819497672,0.019615094147014654,0.015273211340644582,0.011084571376967646,0.009807547170510097
5,1011,5.0,0.0001004132896737,0.015381075219290937,0.007876813678453071,0.008462252491959166,0.014529527909319185,0.0195855907571192,0.02245956320621096,0.026876965419930114,0.028846168940611414,0.020437138067090955,0.015913292414358324,0.01154911181907788,0.010218569134613512
6,1013,6.0,9.719377383146778e-05,0.014887917236916392,0.007624262183461734,0.008190930279059217,0.014063672787589614,0.01895762487803161,0.021739450163535182,0.02601521877024081,0.027921284413933767,0.019781869327358387,0.015403070140030036,0.011178816725808255,0.00989093476150672
7,1015,7.0,0.0001243181320051,0.019042763619296178,0.009752003602706224,0.010476814630557873,0.017988493101582195,0.024248225160769125,0.02780638850215789,0.033275417485366214,0.03571341851117151,0.025302495678483115,0.019701682849278354,0.014298545663939502,0.012651247964370305
8,1017,8.0,9.639590666785332e-05,0.01476570179214374,0.0075616743426652686,0.008123690639610206,0.013948223594964447,0.018802001057759643,0.02156099024005702,0.02580165890943107,0.02769207759212184,0.01961947925493894,0.01527662578666137,0.011087049419714634,0.009809739724493926
9,1019,9.0,9.247746033347596e-05,0.01416548325525819,0.007254295988811855,0.007793466598893631,0.013381235145910405,0.01803770893509105,0.020684546560111094,0.02475283412766021,0.02656640821794363,0.018821957044438835,0.014655638439951131,0.010636366297790854,0.00941097861529988
