,FIPS,Unnamed: 0,Next Import Probability,Est Imports Month 1,Est Imports Month 2,Est Imports Month 3,Est Imports Month 4,Est Imports Month 5,Est Imports Month 6,Est Imports Month 7,Est Imports Month 8,Est Imports Month 9,Est Imports Month 10,Est Imports Month 11,Est Imports Month 12
0,1001,0.0,0.0001266559430736,0.01879749313718912,0.009626397956752514,0.010341873430490705,0.017756801606397442,0.02393590841965305,0.02744824267574698,0.032846830655633194,0.035253430268338416,0.024976599950444735,0.019447925498330285,0.014114380631041097,0.012488300098739458
1,1003,1.0,0.0002315107308985,0.034359393405813884,0.017595814083454023,0.01890361098461345,0.032457143490912894,0.043751753912829094,0.05017184799649658,0.06003977064357706,0.06443872439021388,0.04565400382773009,0.035548299884843655,0.025799267659892836,0.022827002139638366
2,1005,2.0,0.0001049569943354,0.015577069127922461,0.00797718426232916,0.008570083051141774,0.014714670945480058,0.019835160857428622,0.022745755004650453,0.027219446126233376,0.029213742294171563,0.02069755903987103,0.01611606811989383,0.011696276795152156,0.010348779622291412
3,1007,3.0,0.0001028776198596,0.015268461205625567,0.00781914283356231,0.008400295300788676,0.014423148580747978,0.019442192980714063,0.02229512336557809,0.026680183146393897,0.02863496895511253,0.020287505605591654,0.015796781721584136,0.011464553892036128,0.010143752903123882
4,1009,4.0,9.637436142454154e-05,0.014303287737758042,0.007324867143118778,0.007869282906194108,0.013511410315458999,0.01821318315651307,0.02088576971523375,0.0249936343485846,0.026824851228350252,0.019005060578812117,0.0147982112441774,0.010739838867482527,0.009502530383392023
5,1011,5.0,0.0001004132896737,0.014902720533430626,0.007631843110465021,0.008199074653300343,0.014077656524538231,0.018976474750569804,0.02176106604987483,0.026041086122349913,0.027949046997890963,0.0198015387594622,0.015418385661394368,0.011189932003790863,0.009900769477655896
6,1013,6.0,9.719377383146778e-05,0.014424899868400605,0.007387146020274891,0.007936190618490565,0.01362628959542421,0.018368038742868912,0.02106334867482319,0.025206139975357995,0.027052926575211786,0.01916664901584531,0.014924031407492188,0.010831153166081478,0.009583324602707723
7,1015,7.0,0.0001243181320051,0.018450529651309604,0.009448714232270637,0.010150983484167557,0.0174290471692253,0.02349410024010675,0.026941603950543642,0.03224054497800604,0.03460272365731091,0.024515582722191058,0.01908895635415882,0.01385385787574413,0.012257791482332747
8,1017,8.0,9.639590666785332e-05,0.01430648534975685,0.007326504674537842,0.007871042146020937,0.013514430897057974,0.018217254856255503,0.02089043889263339,0.024999221871296308,0.026830848133937737,0.019009309308954378,0.014801519500202365,0.010742239842577031,0.009504654748484165
9,1019,9.0,9.247746033347596e-05,0.013724933736058785,0.007028685852368754,0.007551088142672254,0.01296507590844586,0.01747673237992386,0.02004125279612799,0.02398301576161784,0.025740187314895666,0.018236590207536787,0.01419984499104891,0.010305573060872432,0.009118295193954032
