,FIPS,Unnamed: 0,Next Import Probability,Est Imports Month 1,Est Imports Month 2,Est Imports Month 3,Est Imports Month 4,Est Imports Month 5,Est Imports Month 6,Est Imports Month 7,Est Imports Month 8,Est Imports Month 9,Est Imports Month 10,Est Imports Month 11,Est Imports Month 12
0,1001,0.0,0.0001266559430736,0.018495807652836434,0.009471901582743525,0.010175894218676597,0.01747181843049819,0.023551755273682844,0.02700771923329496,0.03231966397742383,0.03468763949464444,0.024575744496021096,0.01913580106871626,0.01388785554464064,0.012287872369545283
1,1003,1.0,0.0002315107308985,0.03380795124456156,0.017313414634995417,0.01860022238942758,0.03193623099565105,0.04304957150083726,0.04936662795182228,0.05907617793710087,0.06340453181799956,0.04492129174974778,0.03497777667781791,0.025385209013715125,0.02246064609702372
2,1005,2.0,0.0001049569943354,0.015327069002354905,0.007849156515204191,0.00843253972888295,0.0144785116555748,0.01951682159448467,0.022380702916828726,0.026782594694583783,0.028744883924097988,0.02036537894126478,0.015857417469983922,0.011508560438278614,0.010182689571345552
3,1007,3.0,0.0001028776198596,0.015023414002760721,0.007693651531304608,0.00826547694293487,0.014191668003326453,0.01913016055365277,0.02193730357321757,0.026251986475891387,0.028175399457435406,0.01996190655308704,0.015543255375804477,0.011280556511717171,0.009980953375261387
4,1009,4.0,9.637436142454154e-05,0.014073730835807945,0.0072073085901903046,0.007742986893862195,0.013294562444545684,0.01792087540344859,0.020550568978272014,0.024592505505011887,0.02639433274503702,0.018700043794710852,0.014560711195943809,0.010567472612739966,0.009350021989832986
5,1011,5.0,0.0001004132896737,0.01466354319050047,0.007509357826470996,0.008067485733970932,0.013851720832147755,0.018671916747295108,0.021411817471706764,0.025623146473559816,0.02750048602653074,0.019483739105647824,0.01517093228491239,0.011010342096147355,0.00974186964917709
6,1013,6.0,9.719377383146778e-05,0.014193391184142713,0.00726858793868147,0.007808820788206239,0.013407597999341509,0.018073245675287567,0.020725297930467193,0.024801600577916586,0.026618747655850795,0.018859038860088773,0.014684512041223266,0.01065732138621809,0.009429519523308226
7,1015,7.0,0.0001243181320051,0.01815441266731632,0.009297069547052844,0.0099880679109724,0.017149324203046854,0.023117037779775564,0.026509211674736518,0.03172310872432595,0.03404737623038061,0.02412212624404503,0.018782593106599056,0.013631513981646448,0.01206106324131397
8,1017,8.0,9.639590666785332e-05,0.014076877128563405,0.00720891984047413,0.007744717899226302,0.013297534548104737,0.01792488175550343,0.020555163218921577,0.024598003352228927,0.02640023340484569,0.0187042243359621,0.014563966356972864,0.010569835054008232,0.009352112260479285
9,1019,9.0,9.247746033347596e-05,0.013504658976459081,0.006915880784147205,0.007429898914561567,0.012756996289713588,0.01719624410234027,0.019719605914136438,0.02359810657859666,0.025327076863371684,0.017943906789085765,0.013971948266597797,0.010140176442413223,0.008971953483281109
10,1021,10.0,0.0001001441808818,0.014624244723078555,0.007489232659581302,0.008045864777754933,0.013814598058150523,0.018621875791813514,0.021354433550206744,0.025554476141031287,0.02742678440202156,0.019431522456741547,0.015130274008777264,0.010980834250427647,0.009715761324465725
11,1023,11.0,9.603077952695418e-05,0.014023556919475573,0.007181613989206057,0.0077153825591546685,0.01324716632254007,0.017856986125361237,0.020477304643425207,0.024504831360322946,0.02630023494977233,0.018633376722296743,0.014508801157745102,0.010529798772526452,0.009316688453296241
12,1025,12.0,0.0001018048239014,0.014866751573725894,0.007613423020207181,0.008179285502375913,0.014043678925674168,0.018930673445089377,0.02170854390090719,0.025978233787750934,0.027881589640491176,0.019753746093141105,0.015381172100868784,0.01116292416905088,0.009876873144259
13,1027,13.0,9.467321124523033e-05,0.01382530864777967,0.0070800889218124935,0.007606311710253209,0.013059893732326919,0.017604545417388342,0.020187821006865666,0.024158411369069734,0.02592843369036805,0.018369960332841096,0.014303693083494133,0.010380941074016315,0.009184980257265742
14,1029,14.0,8.967949349778981e-05,0.01309606657127053,0.006706636228729863,0.007205102400032736,0.012371024914495479,0.01667596034321443,0.019122976171477065,0.022884130228534638,0.024560789371770496,0.017401001999989483,0.01354921771432168,0.009833378685515828,0.008700501086048135
15,1031,15.0,0.0001186332554796,0.017324239363212684,0.008871928889197614,0.009531328963190772,0.0163651120449516,0.02205993127975229,0.025296986291933648,0.030272459867283875,0.03249044220341971,0.023019058598013373,0.017923694079421407,0.013008165861855622,0.011509529412843124
16,1033,16.0,0.0001059744501453,0.015475650004544716,0.007925246440890214,0.00851428498648767,0.01461886672096086,0.01970601816635518,0.02259766202809677,0.027042225858268983,0.029023537570181012,0.02056280144993904,0.016011139683896475,0.011620124719969961,0.010281400826659
17,1035,17.0,9.648853851240542e-05,0.014090404332560199,0.007215847266805128,0.007752160201802623,0.013310312841247729,0.017942106707451982,0.020574915745246156,0.024621640854085376,0.026425602763373777,0.018722198198764455,0.014577961630364395,0.010579992158718476,0.009361099191969348
18,1037,18.0,9.51566668361536e-05,0.013895908584911788,0.007116243907245679,0.007645153890361602,0.013126585022911778,0.017694444300036923,0.020290911572886993,0.024281778041548477,0.026060839109669002,0.018463767862036937,0.014376735925298173,0.010433952099366225,0.00923188402232757
19,1039,19.0,0.0001038166324466,0.015160539792291592,0.00776387511965887,0.008340919851679904,0.01432120205459859,0.019304770557030823,0.022137535695696726,0.026491600745430843,0.02843256962496447,0.02014410829472383,0.015685126002873362,0.011383519474578514,0.010072054246980825
